联系我们	聯【係】我們
外用药水	外用【藥】水
经历了才	經【歷】【了】【才】
面对彼此	【面】對彼此
发生响声	【發】生響聲
打字好了	打字好【了】
就回来的	就【回】來的
今天干吗	今天【幹】嗎
亚当航空	亞【當】航空
咸与维新	【咸】與維新
宿舍分配	宿【舍】分配
表示悲痛	【表】示悲痛
同喜同乐	【同】喜【同】樂
的同义字	的【同】義字
的发给我	的【發】給我
范围法术	【範】圍法【術】
幸福走去	【幸】福走去
先知后觉	先知【後】覺
你别说我	你【別】說我
喝了许多	喝【了】許多
包工合同	包工合【同】
出任部长	【出】任部長
喷吐烟雾	噴吐【煙】霧
深情挽着	深情【挽】著
固定参数	固定【參】數
却背叛了	卻背叛【了】
不敢当面	不敢【當】【面】
同一张床	【同】一張床
单数据库	單數【據】庫
恢复系数	恢【復】【係】數
向上海东	【向】上海東
天亮了明	天亮【了】明
艺术线条	藝【術】線條
多云的天	多【雲】的天
了没有呀	【了】沒有呀
不看算了	不看算【了】
人间离别	人間離【別】
游艇驾驶	【遊】艇駕駛
真的控制	真的控【制】
那种心态	那【種】心態
阿历山大	阿【歷】山大
起重吊钩	起重【吊】鉤
就回学校	就【回】學校
社会冲击	社會【衝】擊
看错了人	看錯【了】人
男子随后	男子隨【後】
准备生火	【準】備生火
接到了她	接到【了】她
复制版权	【復】【制】版權
周女士说	【周】女士說
沙皇制度	沙皇【制】度
参展商中	【參】展商中
注定我要	【注】定我要
专用识别	專用識【別】
那就关了	那就關【了】
议付单据	議付單【據】
桥梁建造	橋【樑】建造
再回头了	再【回】頭【了】
支出清单	支【出】清單
你还回来	你還【回】來
骗不了你	騙不【了】你
匆匆看了	匆匆看【了】
横向布置	橫【向】【佈】置
锕系元素	錒【係】元素
代表你对	代【表】你對
数据手套	數【據】手套
单纤维的	單【纖】維的
忘了我啊	忘【了】我啊
底怎么了	底怎麼【了】
强化卷轴	強化【捲】軸
异种武器	異【種】武器
路面电车	路【面】電車
浓密头发	濃密頭【發】
处对象了	處對象【了】
句子表示	句子【表】示
四面体的	四【面】體的
岩溶地形	【巖】溶地形
才叫幸福	【才】叫【幸】福
好了就写	好【了】就寫
中间汇率	中間【匯】率
恢复电压	恢【復】電壓
单向功能	單【向】功能
学问高了	學問高【了】
精确对准	精確對【準】
我为了他	我爲【了】他
一旦爱了	一旦愛【了】
变形曲线	變形【曲】線
当初彼此	【當】初彼此
地质系统	地質【係】統
回头看来	【回】頭看來
跟踪范围	跟蹤【範】圍
了忧郁症	【了】憂【鬱】【症】
上游工业	上【遊】工業
派系间的	派【係】間的
有点冷了	有點冷【了】
十几个厂	十【幾】個廠
吸烟罚款	吸【煙】罰款
爱情回忆	愛情【回】憶
的冬奥会	的【冬】奧會
她要回家	她要【回】家
跳台决赛	跳【臺】決賽
划拳行令	【劃】拳行令
同杆架设	【同】桿架設
安全制造	安全【制】造
抚尸痛哭	撫【屍】痛哭
你才觉得	你【才】覺得
需求表格	需求【表】格
战斗性的	戰【鬭】性的
后处理器	【後】處理器
放假了啊	放假【了】啊
穷困人家	窮【困】人家
这种寂寞	這【種】寂寞
霉运当头	霉運【當】頭
们远去了	們遠去【了】
上面写到	上【面】寫到
我太傻了	我太傻【了】
眼眶里的	眼眶【里】的
暗然销魂	【暗】然銷魂
让我只能	讓我【只】能
贫困区域	貧【困】區域
参与结构	【參】與結構
专业准则	專業【準】則
测量脉冲	測量脈【衝】
我出去吃	我【出】去吃
魔术演员	魔【術】演員
独有情钟	獨有情【鍾】
迂回路由	迂【回】路由
一举千里	一舉【千】【里】
模型识别	模型識【別】
抽不出身	抽不【出】身
留在身后	留在身【後】
回忆一次	【回】憶一次
要下线了	要下線【了】
逐步撤出	逐步撤【出】
只能放手	【只】能放手
羊皮夹克	羊皮夾【克】
发票价值	【發】票價值
不必回复	不必【回】【復】
别无出路	【別】無【出】路
话剧院团	話劇院【團】
表达对你	【表】達對你
长发飞扬	長【發】飛揚
出来玩吧	【出】來玩吧
单一平面	單一平【面】
撤出加沙	撤【出】加沙
标准费率	標【準】費率
级别高于	級【別】高於
计划不周	計【劃】不【周】
音频调制	音頻調【制】
淡淡的烟	淡淡的【煙】
让她有种	讓她有【種】
才懂珍惜	【才】懂珍惜
台湾电力	【臺】灣電力
太爱她了	太愛她【了】
我忧郁的	我憂【鬱】的
你才不是	你【才】不是
标准进程	標【準】進程
进不了了	進不【了】【了】
室里出来	室【里】【出】來
同学获悉	【同】學【獲】悉
修复维护	修【復】維護
干涉行为	【幹】涉行爲
烟霭纷纷	【煙】靄紛紛
中间技术	中間技【術】
面带病容	【面】帶病容
衣食不周	衣食不【周】
女孩出来	女孩【出】來
烟云过眼	【煙】【雲】過眼
条约签字	條約【籖】字
度量系统	度量【係】統
壁立千尺	壁立【千】尺
里写东西	【里】寫東西
正态曲线	正態【曲】線
有压力了	有壓力【了】
划船比赛	【劃】船比賽
不再有了	不再有【了】
回收方案	【回】收方案
折旧设备	【折】舊設備
回头万里	【回】頭【萬】【里】
三角刮刀	三角【刮】刀
能计划的	能計【劃】的
的告别赛	的告【別】賽
心中多了	心中多【了】
不要发了	不要【發】【了】
鉴别手段	鑒【別】手段
出门总是	【出】門總是
音乐关了	音樂關【了】
什么无须	什麼無【須】
可出售的	可【出】售的
当作神话	【當】作神話
证明同一	證明【同】一
才结婚的	【才】結婚的
向陆地的	【向】陸地的
经书面函	經書【面】函
基特里奇	基特【里】奇
新工作表	新工作【表】
点回去啊	點【回】去啊
我猜不出	我猜不【出】
数据选取	數【據】選取
彩凤随鸦	【彩】鳳隨鴉
院校体制	院校體【制】
我也回家	我也【回】家
签字样本	【籖】字樣本
余额结转	【餘】額結轉
拿去修了	拿去修【了】
僵硬不变	【僵】硬不變
黑松汽水	黑【鬆】汽水
划线支票	【劃】線支票
斯皮瓦克	斯皮瓦【克】
回邮信封	【回】郵信封
沈不住气	【瀋】不住氣
那种眼光	那【種】眼光
感觉过了	感覺過【了】
不准入内	不【準】入內
摇摇荡荡	搖搖【蕩】【蕩】
冰斗冰川	冰【鬭】冰川
从脑海里	從腦海【里】
该清醒了	該清醒【了】
众说纷云	眾說紛【雲】
请别打扰	請【別】打擾
人不敷出	人不敷【出】
又关了啊	又關【了】啊
打扰了你	打擾【了】你
独出机杼	獨【出】機杼
不常出现	不常【出】現
没心情了	沒心情【了】
克隆位点	【克】隆位點
相当大地	相【當】大地
这份答卷	這份答【捲】
现了问题	現【了】問題
转出基金	轉【出】基金
王公贵戚	王公貴【戚】
纵向收缩	縱【向】收縮
表面区域	【表】【面】區域
井字游戏	井字【遊】戲
同工异曲	【同】工異【曲】
断面宽度	斷【面】寬度
精神收获	精神收【獲】
每当别人	每【當】【別】人
领事签证	領事【籖】證
一种平凡	一【種】平凡
升序排序	【升】序排序
会耗尽的	會耗【盡】的
尽在久游	【盡】在久【遊】
一具死尸	一具死【屍】
额定出力	額定【出】力
重复运算	重【復】運算
你失恋了	你失戀【了】
收益支出	收益支【出】
里的歌词	【里】的歌詞
沙克尔顿	沙【克】爾頓
主力出战	主力【出】戰
别人聊了	【別】人聊【了】
可获胜的	可【獲】勝的
济困扶贫	濟【困】扶貧
算不了什	算不【了】什
不节制的	不節【制】的
这里访客	這【里】訪客
搁在台上	擱在【臺】上
飞龙乘云	飛龍乘【雲】
砍鲨战术	砍鯊戰【術】
发育能力	【發】育能力
我能回到	我能【回】到
一同落泪	一【同】落淚
慈善信托	慈善信【托】
写作业了	寫作業【了】
绝非游戏	絕非【遊】戲
叶落知秋	葉落知【秋】
通向海洋	通【向】海洋
发言人鲍	【發】言人鮑
信步漫游	信步漫【遊】
那种笑容	那【種】笑容
也许他并	也許他【並】
的忘得了	的忘得【了】
女孩几乎	女孩【幾】乎
泸州大曲	瀘州大【曲】
到家了吗	到家【了】嗎
面目全新	【面】目全新
为了和我	爲【了】和我
文理并重	文理【並】重
画梁雕栋	畫【樑】【雕】棟
台湾糖业	【臺】灣糖業
武装战斗	武裝戰【鬭】
不是发了	不是【發】【了】
恢复算法	恢【復】算法
游兴正浓	【遊】興正濃
笑容面对	笑容【面】對
各表一枝	各【表】一枝
那句话了	那句話【了】
奇招迭出	奇招迭【出】
联盟党和	聯盟【黨】和
参与足球	【參】與足球
后台部门	【後】【臺】部門
离我只有	離我【只】有
托盘运输	【托】盤運輸
在梦里也	在夢【里】也
知道该干	知道該【幹】
补偿数据	補償數【據】
当作玩具	【當】作玩具
付出过的	付【出】過的
注意广度	【注】意廣度
建筑地段	建【築】地段
你喝酒了	你喝酒【了】
在感情里	在感情【里】
字符参数	字符【參】數
你不回答	你不【回】答
子宫后屈	子宮【後】屈
忘不了恩	忘不【了】恩
丹麦克郎	丹麥【克】郎
易货合同	易貨合【同】
也融化了	也融化【了】
乡镇代表	鄉鎮代【表】
颜面无光	顏【面】無光
比值控制	比值控【制】
只有女孩	【只】有女孩
只是好象	【只】是好象
感应系数	感應【係】數
运转控制	運轉控【制】
佛恩浩荡	佛恩浩【蕩】
强制显示	強【制】顯示
地面监视	地【面】監視
方面优越	方【面】優越
暴发性的	暴【發】性的
借故推辞	【借】故推辭
卑鄙勾当	卑鄙勾【當】
研发和生	研【發】和生
几点起来	【幾】點起來
雇佣条件	雇【傭】條件
你早来了	你早來【了】
死马当作	死馬【當】作
重复讲述	重【復】講述
女性亲戚	女性親【戚】
制造业厂	【制】造業廠
地面蒸发	地【面】蒸【發】
但心里的	但心【里】的
魔法抑制	魔法抑【制】
只要她过	【只】要她過
低技术的	低技【術】的
不记前仇	不記前【仇】
也迟到了	也遲到【了】
惟恐落后	惟恐落【後】
废弃了的	廢棄【了】的
先发效应	先【發】效應
有种异样	有【種】異樣
都看透了	都看透【了】
幸福没收	【幸】福沒收
冬泳运动	【冬】泳運動
艺术心情	藝【術】心情
不想睡了	不想睡【了】
滑向深渊	滑【向】深淵
醉后缠绵	醉【後】纏綿
害怕回家	害怕【回】家
忽然弹出	忽然彈【出】
我抱住了	我抱住【了】
特种花粉	特【種】花粉
达能方面	達能方【面】
最后定下	最【後】定下
我点燃了	我點燃【了】
变成一致	變成一【致】
主持演出	主持演【出】
传导发射	傳導【發】射
预作准备	預作【準】備
位置读出	位置讀【出】
前生注定	前生【注】定
恶魔之门	【惡】魔之門
你出来吧	你【出】來吧
风云叱咤	風【雲】叱吒
错配修复	錯配修【復】
爱情当做	愛情【當】做
无特征的	無特【徵】的
标准填充	標【準】填充
坐车回去	坐車【回】去
了解矛盾	【了】解矛盾
台北世贸	【臺】北世貿
绝缘纸板	絕緣紙【板】
回了短信	【回】【了】短信
尽其所有	【盡】其所有
缓冲距离	緩【衝】距離
从动系统	從動【係】統
在家睡了	在家睡【了】
游戏所带	【遊】戲所帶
几分天真	【幾】分天真
当我到了	【當】我到【了】
南征北伐	南【徵】北伐
暗自垂泪	【暗】自垂淚
蓝田种玉	藍田【種】玉
分钟后到	分【鍾】【後】到
千金买笑	【千】金買笑
我不用了	我不用【了】
千折百回	【千】【折】百【回】
有小面的	有小【面】的
不要望了	不要望【了】
云封雾锁	【雲】封霧鎖
和别的人	和【別】的人
了不起地	【了】不起地
扎根下来	【扎】根下來
在跟别人	在跟【別】人
是哪个了	是哪個【了】
