发送电子邮件	【發】送電子郵件
我已经尽力了	我已經【盡】力【了】
成了无话不谈	成【了】無話不談
然后我们一起	然【後】我們一起
多处理机系统	多處理機【係】統
我愿意为了你	我願意爲【了】你
我才明白原来	我【才】明白原來
点击进入精彩	點擊進入精【彩】
走在回家的路	走在【回】家的路
领导人卡扎菲	領導人卡【扎】菲
自己心里明白	自己心【里】明白
电话里的声音	電話【里】的聲音
都已经习惯了	都已經習慣【了】
当天发表声明	【當】天【發】【表】聲明
向新华社记者	【向】新華社記者
气象台了解到	氣象【臺】【了】解到
气得浑身发抖	氣得渾身【發】抖
我不后悔我曾	我不【後】悔我曾
只有爱与不爱	【只】有愛與不愛
仅仅只是为了	僅僅【只】是爲【了】
快回来快回来	快【回】來快【回】來
因为有一种爱	因爲有一【種】愛
好久没见了哦	好久沒見【了】哦
游戏开发人员	【遊】戲開【發】人員
联合信息平台	聯合信息平【臺】
控制着自己的	控【制】著自己的
我去洗澡去了	我去洗澡去【了】
经历过的事情	經【歷】過的事情
中国队派出了	中國隊派【出】【了】
早上起来发现	早上起來【發】現
面无表情地说	【面】無【表】情地說
区别轻重缓急	區【別】輕重緩急
我学会了沉默	我學會【了】沉默
分手说不出来	分手說不【出】來
几乎异口同声	【幾】乎異口【同】聲
塞纳里奥议会	塞納【里】奧議會
心有余力不足	心有【餘】力不足
眼里闪过一丝	眼【里】閃過一絲
的时间并不多	的時間【並】不多
法制日报报道	法【制】日報報道
中日两国关系	中日兩國關【係】
不能控制他人	不能控【制】他人
奥兰多魔术队	奧蘭多魔【術】隊
千万不要放弃	【千】【萬】不要放棄
犯罪团伙成员	犯罪【團】【夥】成員
参加六方会谈	【參】加六方會談
回家做什么啊	【回】家做什麼啊
我会尽快回复	我會【盡】快【回】【復】
行为付出代价	行爲付【出】代價
是他最后一次	是他最【後】一次
向战略投资者	【向】戰略投資者
亚历山大帝国	亞【歷】山大帝國
后才知道什么	【後】【才】知道什麼
最向往的地方	最【向】往的地方
等你是种美丽	等你是【種】美麗
从口袋里摸出	從口袋【里】摸【出】
质量利用系数	質量利用【係】數
只有一个感觉	【只】有一個感覺
发生在她身上	【發】生在她身上
特别提醒考生	特【別】提醒考生
只是真的爱你	【只】是真的愛你
公安局了解到	公安局【了】解到
发短信打电话	【發】短信打電話
标准工作制度	標【準】工作【制】度
获利回吐压力	【獲】利【回】吐壓力
快乐西游专区	快樂西【遊】專區
放在心里世界	放在心【里】世界
这时我才知道	這時我【才】知道
永远不会出现	永遠不會【出】現
把我放在眼里	把我放在眼【里】
发行的新专辑	【發】行的新專輯
因为他增进了	因爲他增進【了】
眼睛里闪烁着	眼睛【里】閃爍著
能坚持到最后	能堅持到最【後】
不在乎别人的	不在乎【別】人的
终于发现自己	終於【發】現自己
必须做的事情	必【須】做的事情
背叛了自己的	背叛【了】自己的
只不过是一场	【只】不過是一場
第一次尝到了	第一次【嘗】到【了】
真的是很幸福	真的是很【幸】福
两年后的今天	兩年【後】的今天
我们该出发了	我們該【出】【發】【了】
二进制的一位	二進【制】的一位
你不信就算了	你不信就算【了】
租了一间房子	租【了】一間房子
国美电器集团	國美電器集【團】
共同战略利益	共【同】戰略利益
这样日复一日	這樣日【復】一日
先小人后君子	先小人【後】君子
只是生命中的	【只】是生命中的
还是一无所获	還是一無所【獲】
美好的日子里	美好的日子【里】
但是时间长了	但是時間長【了】
你找男朋友了	你找男朋友【了】
在伊拉克境内	在伊拉【克】境內
后来怎么样了	【後】來怎麼樣【了】
沈阳市教育局	【瀋】陽市教育局
质量保证标准	質量保證標【準】
长长叹了口气	長長嘆【了】口氣
石油输出国家	石油輸【出】國家
德里克安德森	德【里】【克】安德森
在那里还好吗	在那【里】還好嗎
传统园林建筑	傳統園林建【築】
联想集团高级	聯想集【團】高級
汽车制造厂商	汽車【制】造廠商
那里做什么啊	那【里】做什麼啊
云知道你是谁	【雲】知道你是誰
依然历历在目	依然【歷】【歷】在目
迷恋网络游戏	迷戀網絡【遊】戲
一种说不出来	一【種】說不【出】來
了温家宝总理	【了】溫家寶總理
枪击事件发生	槍擊事件【發】生
在虚拟世界里	在虛擬世界【里】
航空研究开发	航空研究開【發】
轻伤鉴定标准	輕傷鑒定標【準】
斯蒂芬马布里	斯蒂芬馬【佈】【里】
液压控制装置	液壓控【制】裝置
回忆也是一种	【回】憶也是一【種】
非农就业数据	非農就業數【據】
得不到的才是	得不到的【才】是
哈里发体育场	哈【里】【發】體育場
也是一种缘分	也是一【種】緣分
不是为了抓紧	不是爲【了】抓緊
职业学校建筑	職業學校建【築】
不想面对现实	不想【面】對現實
记者几经周折	記者【幾】經【周】【折】
觉得很没面子	覺得很沒【面】子
也是一种习惯	也是一【種】習慣
软件生存周期	軟件生存【周】期
的时候我哭了	的時候我哭【了】
对面没有了你	對【面】沒有【了】你
埃博拉出血热	埃博拉【出】血熱
这样反反复复	這樣反反【復】【復】
据犯罪嫌疑人	【據】犯罪嫌疑人
系统执行程序	【係】統執行程序
好想回到过去	好想【回】到過去
的时候看见了	的時候看見【了】
连续语音识别	連續語音識【別】
只是一直没有	【只】是一直沒有
进入了白热化	進入【了】白熱化
制造资源规划	【制】造資源規【劃】
也要注意身体	也要【注】意身體
喜欢的人面前	喜歡的人【面】前
系统资源管理	【係】統資源管理
只有一个愿望	【只】有一個願望
记者联系上了	記者聯【係】上【了】
我忘记了呼吸	我忘記【了】呼吸
烧得面目全非	燒得【面】目全非
我很想为了你	我很想爲【了】你
周围所有的人	【周】圍所有的人
只是一场游戏	【只】是一場【遊】戲
伊拉克境内的	伊拉【克】境內的
伊拉克国内的	伊拉【克】國內的
题材网络游戏	題材網絡【遊】戲
最后一片叶子	最【後】一片葉子
樯橹灰飞烟灭	檣櫓灰飛【煙】滅
一次同学聚会	一次【同】學聚會
皇家爱乐乐团	皇家愛樂樂【團】
致密结缔组织	【致】密結締組織
寒冷的冬天里	寒冷的【冬】天【里】
文字表达出来	文字【表】達【出】來
盐酸克仑特罗	鹽酸【克】【侖】特羅
万里长城万里	【萬】【里】長城【萬】【里】
我不喜欢这种	我不喜歡這【種】
深深打动了我	深深打動【了】我
我送你回去吧	我送你【回】去吧
沉迷系统实名	沉迷【係】統實名
新浪军事论坛	新浪軍事論【壇】
警方调查发现	警方調查【發】現
因为他强化了	因爲他強化【了】
暗视野显微镜	【暗】視野顯微鏡
逐步回归分析	逐步【回】歸分析
就已经结束了	就已經結束【了】
他已经习惯了	他已經習慣【了】
渐渐暗了下来	漸漸【暗】【了】下來
在比赛中发挥	在比賽中【發】揮
也许你会发现	也許你會【發】現
刚出生的时候	剛【出】生的時候
丑不是你的错	【醜】不是你的錯
我现在知道了	我現在知道【了】
没有来上网了	沒有來上網【了】
消失在黑暗中	消失在黑【暗】中
调查人员发现	調查人員【發】現
我第一次发现	我第一次【發】現
有话说不出来	有話說不【出】來
伏尔加船夫曲	伏爾加船夫【曲】
尽力做到最好	【盡】力做到最好
填志愿填志愿	填【志】願填【志】願
后才知道原来	【後】【才】知道原來
这是一种多么	這是一【種】多麼
已经喜欢上了	已經喜歡上【了】
综合测试系统	綜合測試【係】統
再也睡不着了	再也睡不著【了】
过去的日子里	過去的日子【里】
在那里怎么样	在那【里】怎麼樣
面对心爱的人	【面】對心愛的人
早已经习惯了	早已經習慣【了】
你是干吗的啊	你是【幹】嗎的啊
等了好久好久	等【了】好久好久
我看到了什么	我看到【了】什麼
推动中美关系	推動中美關【係】
从此以后我们	從此以【後】我們
动态规划算法	動態規【劃】算法
出租汽车运价	【出】租汽車運價
埃尔顿布兰德	埃爾頓【佈】蘭德
以后还是朋友	以【後】還是朋友
向媒体公布了	【向】媒體公【佈】【了】
我有事出去了	我有事【出】去【了】
生命最后一刻	生命最【後】一刻
不方便就算了	不方便就算【了】
再也无法控制	再也無法控【制】
忧郁的星期天	憂【鬱】的星期天
可是最后还是	可是最【後】還是
灿烂的日子里	燦爛的日子【里】
学会了如何去	學會【了】如何去
在未来几天内	在未來【幾】天內
被我们遗忘了	被我們遺忘【了】
斯里巴加湾市	斯【里】巴加灣市
永远只是一个	永遠【只】是一個
什么都不是了	什麼都不是【了】
只愿面朝大海	【只】願【面】朝大海
全球家电论坛	全球家電論【壇】
你会发现生活	你會【發】現生活
高级官员表示	高級官員【表】示
有表决权股份	有【表】決權股份
北京商场打折	北京商場打【折】
导致中国学生	導【致】中國學生
省公安厅获悉	省公安廳【獲】悉
定义数据类型	定義數【據】類型
不管以后的路	不管以【後】的路
要多注意身体	要多【注】意身體
善后工作正在	善【後】工作正在
让你们失望了	讓你們失望【了】
没有发送成功	沒有【發】送成功
只是希望你能	【只】是希望你能
在所有人面前	在所有人【面】前
开始懂了快乐	開始懂【了】快樂
昨天晚上做了	昨天晚上做【了】
