11
论坛	論壇
吗里	嗎【里】
虾干	蝦【幹】
才完	【才】完
胡光	【胡】光
怕丑	怕【醜】
暗云	【暗】【雲】
天欲	天【欲】
杨炼	楊【煉】
袁术	袁【術】
云辉	【雲】輝
善才	善【才】
复始	【復】始
后龙	【後】龍
万乔	【萬】喬
很吊	很【吊】
历了	【歷】【了】
借船	【借】船
后凉	【後】涼
贱种	賤【種】
里党	【里】【黨】
发旧	【發】舊
钟关	【鍾】關
周振	【周】振
升阶	【升】階
周梦	【周】夢
发强	【發】強
拨回	撥【回】
别愁	【別】愁
克吧	【克】吧
挠曲	撓【曲】
良志	良【志】
卖当	賣【當】
胡猜	【胡】猜
曲协	【曲】協
摆仪	【擺】儀
看斗	看【鬭】
越脏	越【髒】
别关	【別】關
次梁	次【樑】
化党	化【黨】
就才	就【才】
垫布	墊【佈】
蓄发	蓄【發】
气帘	氣【簾】
面表	【面】【表】
灰面	灰【面】
幸勿	【幸】勿
嗨了	嗨【了】
志顺	【志】順
面方	【面】方
冲决	【衝】決
戴出	戴【出】
诈术	詐【術】
杨朱	楊【朱】
表须	【表】【須】
孟秋	孟【秋】
查准	查【準】
布欧	【佈】歐
烟龄	【煙】齡
专辟	專【闢】
水药	水【藥】
关出	關【出】
建里	建【里】
困恼	【困】惱
余刀	【餘】刀
韩冬	韓【冬】
双了	雙【了】
恶鹰	【惡】鷹
并育	【並】育
复旧	【復】舊
克雄	【克】雄
须下	【須】下
参果	【參】果
爆谷	爆【谷】
秋暮	【秋】暮
朴的	【樸】的
杨克	楊【克】
或参	或【參】
后辍	【後】輟
周清	【周】清
认尸	認【屍】
板瓦	【板】瓦
决别	決【別】
请准	請【準】
带表	帶【表】
周啊	【周】啊
旁了	旁【了】
高坛	高【壇】
开干	開【幹】
撂了	撂【了】
猛恶	猛【惡】
药死	【藥】死
副了	副【了】
毛并	毛【並】
使干	使【幹】
源表	源【表】
暗为	【暗】爲
整发	整【發】
市尝	市【嘗】
吊入	【吊】入
借位	【借】位
线里	線【里】
系扣	【係】扣
干枝	【幹】枝
系啦	【係】啦
干料	【幹】料
扶出	扶【出】
出罐	【出】罐
大奸	大【奸】
新后	新【後】
学回	學【回】
嫁出	嫁【出】
朱庄	【朱】莊
朱拉	【朱】拉
整团	整【團】
松岳	【鬆】岳
沈路	【瀋】路
卡松	卡【鬆】
发左	【發】左
凶作	【兇】作
冲奥	【衝】奧
女才	女【才】
几档	【幾】檔
尝着	【嘗】著
志友	【志】友
志庆	【志】慶
扒出	扒【出】
几车	【幾】車
裸出	裸【出】
争出	爭【出】
同指	【同】指
据小	【據】小
系正	【係】正
南曲	南【曲】
板极	【板】極
吊客	【吊】客
摆列	【擺】列
朱新	【朱】新
致极	【致】極
被面	被【面】
恃才	恃【才】
裙里	裙【里】
基表	基【表】
量制	量【制】
彩铝	【彩】鋁
表舅	【表】舅
沈冰	【瀋】冰
凶你	【兇】你
喷注	噴【注】
赎出	贖【出】
扇出	扇【出】
欲是	【欲】是
周景	【周】景
起摆	起【擺】
范了	【範】【了】
佐里	佐【里】
托病	【托】病
别瞧	【別】瞧
回打	【回】打
周杨	【周】楊
斗起	【鬭】起
种泡	【種】泡
竹种	竹【種】
占边	【佔】邊
袋面	袋【面】
郎当	郎【當】
板件	【板】件
秋鸿	【秋】鴻
忠仆	忠【僕】
迁了	遷【了】
了侧	【了】側
几手	【幾】手
朱晓	【朱】曉
必向	必【向】
欲被	【欲】被
云扬	【雲】揚
左系	左【係】
徐松	徐【鬆】
征候	【徵】候
唔准	唔【準】
东蒙	東【蒙】
驻台	駐【臺】
上冬	上【冬】
胡牌	【胡】牌
孙志	孫【志】
采乐	【採】樂
卷收	【捲】收
寇仇	寇【仇】
表厂	【表】廠
卷状	【捲】狀
烟害	【煙】害
烈了	烈【了】
祥志	祥【志】
尼庵	尼【庵】
摆擂	【擺】擂
猛干	猛【幹】
偏才	偏【才】
藏汇	藏【匯】
扎尼	【扎】尼
布碎	【佈】碎
布店	【佈】店
展卷	展【捲】
裤里	褲【里】
面住	【面】住
周阳	【周】陽
郁江	【鬱】江
同素	【同】素
云髻	【雲】髻
蒙扎	【蒙】【扎】
苏非	【蘇】非
票台	票【臺】
采沙	【採】沙
舍监	【舍】監
胎发	胎【發】
云有	【雲】有
面盘	【面】盤
还困	還【困】
出调	【出】調
针啊	【針】啊
剔了	剔【了】
发肿	【發】腫
别考	【別】考
钟汶	【鍾】汶
谷场	【谷】場
立出	立【出】
朱波	【朱】波
韩志	韓【志】
出渣	【出】渣
匀出	勻【出】
姜某	【薑】某
凶顽	【兇】頑
佣工	【傭】工
梁兄	【樑】兄
看里	看【里】
卷柏	【捲】柏
彩报	【彩】報
坐困	坐【困】
才画	【才】畫
里锁	【里】鎖
贾里	賈【里】
狗舍	狗【舍】
省回	省【回】
板层	【板】層
驰向	馳【向】
志胜	【志】勝
衷曲	衷【曲】
悬岩	懸【巖】
折下	【折】下
手台	手【臺】
残秋	殘【秋】
发宝	【發】寶
咸性	【咸】性
范斌	【範】斌
撑出	撐【出】
曲片	【曲】片
虐了	虐【了】
丹云	丹【雲】
链节	【鏈】節
谷人	【谷】人
吊你	【吊】你
猝发	猝【發】
当使	【當】使
李占	李【佔】
云状	【雲】狀
针布	【針】【佈】
胡特	【胡】特
杰曼	【傑】曼
药园	【藥】園
应须	應【須】
挨挤	【挨】擠
苏省	【蘇】省
逸才	逸【才】
朱慧	【朱】慧
均据	均【據】
姜糖	【薑】糖
干季	【幹】季
游法	【遊】法
参商	【參】商
刘苏	劉【蘇】
个发	個【發】
尼苏	尼【蘇】
药末	【藥】末
征衣	【徵】衣
歇后	歇【後】
周通	【周】通
周吉	【周】吉
发噱	【發】噱
几罐	【幾】罐
好蒙	好【蒙】
针扣	【針】扣
胡枫	【胡】楓
方获	方【獲】
周倩	【周】倩
板取	【板】取
冲呀	【衝】呀
朱民	【朱】民
北同	北【同】
婢仆	婢【僕】
万洲	【萬】洲
排针	排【針】
卷头	【捲】頭
西梁	西【樑】
岩滩	【巖】灘
方杰	方【傑】
咏志	詠【志】
本种	本【種】
晓炼	曉【煉】
蜡粉	【蠟】粉
苏立	【蘇】立
从板	從【板】
同职	【同】職
坛场	【壇】場
制印	【制】印
明复	明【復】
留发	留【發】
苏恩	【蘇】恩
只踢	【只】踢
茧了	繭【了】
只替	【只】替
系板	【係】【板】
县了	縣【了】
只采	【只】【採】
苏芬	【蘇】芬
志武	【志】武
志锋	【志】鋒
飘摆	飄【擺】
只站	【只】站
要克	要【克】
朱青	【朱】青
余克	【餘】【克】
别记	【別】記
漆布	漆【佈】
并驱	【並】驅
僵掉	【僵】掉
狗种	狗【種】
同余	【同】【餘】
花游	花【遊】
万宜	【萬】宜
升好	【升】好
就获	就【獲】
浪谷	浪【谷】
东梁	東【樑】
座冲	座【衝】
卷组	【捲】組
握别	握【別】
先岩	先【巖】
周坤	【周】坤
智杰	智【傑】
占波	【佔】波
幸了	【幸】【了】
瓷雕	瓷【雕】
渐升	漸【升】
当眼	【當】眼
团课	【團】課
烧尽	燒【盡】
烟子	【煙】子
只办	【只】辦
焙制	焙【制】
困人	【困】人
面陈	【面】陳
吓蒙	嚇【蒙】
领向	領【向】
摆锤	【擺】錘
泻出	瀉【出】
呢了	呢【了】
微熏	微【熏】
布片	【佈】片
松哥	【鬆】哥
一柜	一【櫃】
只任	【只】任
外欲	外【欲】
双升	雙【升】
同长	【同】長
板色	【板】色
犯台	犯【臺】
苏某	【蘇】某
周兵	【周】兵
党支	【黨】支
建云	建【雲】
十升	十【升】
嘴松	嘴【鬆】
药饵	【藥】餌
丽柜	麗【櫃】
复交	【復】交
米板	米【板】
了喽	【了】嘍
升个	【升】個
升涨	【升】漲
文范	文【範】
曲背	【曲】背
志德	【志】德
梁木	【樑】木
曲做	【曲】做
庆才	慶【才】
镜柜	鏡【櫃】
烟摊	【煙】攤
扎穿	【扎】穿
将朱	將【朱】
谗了	讒【了】
片岩	片【巖】
帘外	【簾】外
跷了	蹺【了】
据易	【據】易
仇隙	【仇】隙
须装	【須】裝
征粮	【徵】糧
卷号	【捲】號
征剿	【徵】剿
簟秋	簟【秋】
签着	【籖】著
药专	【藥】專
卷料	【捲】料
蓝云	藍【雲】
云芳	【雲】芳
戚务	【戚】務
冲钱	【衝】錢
沈小	【瀋】小
干热	【幹】熱
情困	情【困】
奸滑	【奸】滑
只录	【只】錄
冬烘	【冬】烘
发嫂	【發】嫂
布农	【佈】農
千强	【千】強
抽斗	抽【鬭】
骨里	骨【里】
就哄	就【哄】
汇理	【匯】理
忧戚	憂【戚】
借下	【借】下
朴成	【樸】成
刚了	剛【了】
山斗	山【鬭】
面案	【面】案
回条	【回】條
餐布	餐【佈】
获鹿	【獲】鹿
加签	加【籖】
髭须	髭【須】
万帅	【萬】帥
发市	【發】市
曲种	【曲】【種】
绘里	繪【里】
张占	張【佔】
台汽	【臺】汽
台银	【臺】銀
范老	【範】老
扎利	【扎】利
范登	【範】登
旧仇	舊【仇】
周汉	【周】漢
将采	將【採】
哄到	【哄】到
梁成	【樑】成
生干	生【幹】
盘谷	盤【谷】
章了	章【了】
伞面	傘【面】
弄里	弄【里】
蓝药	藍【藥】
卤允	【滷】允
朱批	【朱】批
僮仆	僮【僕】
云药	【雲】【藥】
挡获	擋【獲】
系呀	【係】呀
汇进	【匯】進
暗补	【暗】補
欲渡	【欲】渡
秋海	【秋】海
烘制	烘【制】
蓄了	蓄【了】
纹板	紋【板】
复谈	【復】談
加布	加【佈】
调发	調【發】
吧回	吧【回】
线卷	線【捲】
恶骂	【惡】罵
耳针	耳【針】
科了	科【了】
后板	【後】【板】
露丑	露【醜】
证出	證【出】
挺尸	挺【屍】
借词	【借】詞
郁血	【鬱】血
只聊	【只】聊
孙云	孫【雲】
曲云	【曲】【雲】
复醒	【復】醒
漫出	漫【出】
浮升	浮【升】
吊袋	【吊】袋
后计	【後】計
丑妻	【醜】妻
几房	【幾】房
志勤	【志】勤
几杆	【幾】桿
达发	達【發】
灵里	靈【里】
周怡	【周】怡
拨发	撥【發】
冬节	【冬】節
范某	【範】某
杰纳	【傑】納
算后	算【後】
底谷	底【谷】
西干	西【幹】
当旺	【當】旺
杉板	杉【板】
团灭	【團】滅
出乘	【出】乘
冲坏	【衝】壞
五党	五【黨】
米扎	米【扎】
困呢	【困】呢
熏倒	【熏】倒
当物	【當】物
耐饥	耐【飢】
谷种	【谷】【種】
克吉	【克】吉
朱燕	【朱】燕
灰蒙	灰【蒙】
苏进	【蘇】進
吉杰	吉【傑】
借取	【借】取
屠苏	屠【蘇】
曲流	【曲】流
药料	【藥】料
面湖	【面】湖
哄好	【哄】好
干馏	【幹】餾
卷饼	【捲】餅
只补	【只】補
曲球	【曲】球
转托	轉【托】
丽杰	麗【傑】
确当	確【當】
吊舱	【吊】艙
尾注	尾【注】
菜后	菜【後】
镶板	鑲【板】
亨里	亨【里】
万清	【萬】清
企获	企【獲】
采夫	【採】夫
十出	十【出】
梅梁	梅【樑】
回意	【回】意
雕鞍	【雕】鞍
蒂托	蒂【托】
潜游	潛【遊】
制黄	【制】黃
后吗	【後】嗎
何冲	何【衝】
卜要	【卜】要
周街	【周】街
名丑	名【醜】
得幸	得【幸】
张彩	張【彩】
种仁	【種】仁
婶娘	嬸【娘】
戒坛	戒【壇】
涉恶	涉【惡】
冯云	馮【雲】
总回	總【回】
希杰	希【傑】
恰克	恰【克】
胡凯	【胡】凱
周东	【周】東
借考	【借】考
布板	【佈】【板】
获到	【獲】到
僵卧	【僵】卧
册了	冊【了】
注六	【注】六
干哦	【幹】哦
军获	軍【獲】
熊了	熊【了】
只缺	【只】缺
装坛	裝【壇】
顺致	順【致】
负向	負【向】
横面	橫【面】
飞梁	飛【樑】
姜庄	【薑】莊
必蒙	必【蒙】
凶气	【兇】氣
几群	【幾】群
前谷	前【谷】
传种	傳【種】
别受	【別】受
周吧	【周】吧
扎加	【扎】加
吸回	吸【回】
药单	【藥】單
陈冬	陳【冬】
相须	相【須】
坍台	坍【臺】
折倒	【折】倒
蜡疗	【蠟】療
这针	這【針】
绕向	繞【向】
骗回	騙【回】
冬妮	【冬】妮
游逛	【遊】逛
方里	方【里】
升速	【升】速
障了	障【了】
南坛	南【壇】
埃蒙	埃【蒙】
同韵	【同】韻
刑台	刑【臺】
若烟	若【煙】
系拉	【係】拉
试尝	試【嘗】
将汇	將【匯】
张苏	張【蘇】
虬须	虯【須】
梁底	【樑】底
冲吊	【衝】【吊】
托叶	【托】葉
陈秋	陳【秋】
由当	由【當】
千升	【千】【升】
扎寨	【扎】寨
咸得	【咸】得
周泽	【周】澤
有签	有【籖】
克食	【克】食
并过	【並】過
秋情	【秋】情
回亿	【回】億
回哈	【回】哈
余集	【餘】集
别活	【別】活
团史	【團】史
发韩	【發】韓
神才	神【才】
摆杆	【擺】桿
项梁	項【樑】
铲斗	鏟【鬭】
向永	【向】永
御书	【御】書
胡青	【胡】青
朱健	【朱】健
胡浩	【胡】浩
白胡	白【胡】
发清	【發】清
香蜡	香【蠟】
黑须	黑【須】
复水	【復】水
采过	【採】過
刁斗	刁【鬭】
洪升	洪【升】
暗码	【暗】碼
暗格	【暗】格
制盖	【制】蓋
松快	【鬆】快
游回	【遊】【回】
古了	古【了】
只防	【只】防
地刮	地【刮】
冬灌	【冬】灌
切里	切【里】
盲板	盲【板】
凶得	【兇】得
杰摄	【傑】攝
朱瑞	【朱】瑞
少冲	少【衝】
要烟	要【煙】
云板	【雲】【板】
尸斑	【屍】斑
平才	平【才】
话系	話【係】
当党	【當】【黨】
骨针	骨【針】
庭后	庭【後】
尽让	【盡】讓
层出	層【出】
穿别	穿【別】
朱宝	【朱】寶
团坐	【團】坐
喂草	【餵】草
名系	名【係】
周铁	【周】鐵
周龙	【周】龍
莉扎	莉【扎】
又才	又【才】
荒了	荒【了】
天克	天【克】
烫台	燙【臺】
挑梁	挑【樑】
占好	【佔】好
折减	【折】減
侧冲	側【衝】
铺向	鋪【向】
银须	銀【須】
阳升	陽【升】
彩裙	【彩】裙
摆长	【擺】長
扎牢	【扎】牢
掏尽	掏【盡】
梁健	【樑】健
垂注	垂【注】
外制	外【制】
药呀	【藥】呀
但苏	但【蘇】
路姜	路【薑】
据云	【據】【雲】
克然	【克】然
别使	【別】使
余斌	【餘】斌
余泽	【餘】澤
有困	有【困】
团作	【團】作
回历	【回】【歷】
众参	眾【參】
钻斗	鑽【鬭】
九针	九【針】
预发	預【發】
布兜	【佈】兜
识出	識【出】
志兴	【志】興
面呀	【面】呀
当间	【當】間
彩缎	【彩】緞
干气	【幹】氣
有杰	有【傑】
出提	【出】提
毛干	毛【幹】
志意	【志】意
胡曾	【胡】曾
苏伦	【蘇】倫
最丰	最【豐】
单系	單【係】
升井	【升】井
别相	【別】相
蓬发	蓬【發】
针车	【針】車
须子	【須】子
须说	【須】說
杰宁	【傑】寧
滥占	濫【佔】
汇单	【匯】單
性复	性【復】
云麓	【雲】麓
层系	層【係】
伍千	伍【千】
丑哦	【醜】哦
范府	【範】府
复东	【復】東
铁托	鐵【托】
无系	無【係】
姜鹏	【薑】鵬
才忙	【才】忙
秋莲	【秋】蓮
递升	遞【升】
烟海	【煙】海
夸饰	【誇】飾
美朱	美【朱】
几钟	【幾】【鍾】
私斗	私【鬭】
亲台	親【臺】
本千	本【千】
商团	商【團】
不并	不【並】
干身	【幹】身
干堤	【幹】堤
采水	【採】水
梁栋	【樑】棟
捻须	捻【須】
喂啊	【餵】啊
电复	電【復】
沈稳	【瀋】穩
很幸	很【幸】
咸腥	【咸】腥
应系	應【係】
举借	舉【借】
再了	再【了】
韦布	韋【佈】
呢别	呢【別】
呢种	呢【種】
恶妇	【惡】婦
周荣	【周】榮
恶疮	【惡】瘡
办回	辦【回】
万欣	【萬】欣
访苏	訪【蘇】
据道	【據】道
留别	留【別】
凡了	凡【了】
抢发	搶【發】
谦冲	謙【衝】
刺针	刺【針】
面男	【面】男
恶作	【惡】作
支干	支【幹】
力斗	力【鬭】
恶水	【惡】水
出顶	【出】頂
剧坛	劇【壇】
杰啊	【傑】啊
雕画	【雕】畫
杰勒	【傑】勒
林同	林【同】
斤斗	斤【鬭】
姜南	【薑】南
才还	【才】還
或采	或【採】
术以	【術】以
霞彩	霞【彩】
里扣	【里】扣
错划	錯【劃】
里拾	【里】拾
云纵	【雲】縱
回修	【回】修
检表	檢【表】
复决	【復】決
亦系	亦【係】
周艳	【周】艷
两板	兩【板】
周远	【周】遠
切回	切【回】
周胜	【周】勝
户了	戶【了】
卷次	【捲】次
云翼	【雲】翼
刮屑	【刮】屑
瓦板	瓦【板】
据谢	【據】謝
法坛	法【壇】
哦别	哦【別】
广杰	廣【傑】
梁波	【樑】波
药油	【藥】油
喂过	【餵】過
朱良	【朱】良
