发表的	【發】【表】的
卜知道	【卜】知道
离弃了	離棄【了】
征税率	【徵】稅率
同一颗	【同】一顆
悔当初	悔【當】初
联赛了	聯賽【了】
借个火	【借】個火
最最后	最最【後】
外面打	外【面】打
不困了	不【困】【了】
奴才相	奴【才】相
输了一	輸【了】一
原来才	原來【才】
就夭折	就夭【折】
只有雨	【只】有雨
万平口	【萬】平口
沈半路	【瀋】半路
挥了挥	揮【了】揮
的抽烟	的抽【煙】
吸烟率	吸【煙】率
只活在	【只】活在
学术型	學【術】型
发光粉	【發】光粉
干过的	【幹】過的
三班制	三班【制】
断掉了	斷掉【了】
向先生	【向】先生
凶起来	【兇】起來
后勤区	【後】勤區
了伴侣	【了】伴侶
郁郁而	【鬱】【鬱】而
她发来	她【發】來
轻笑了	輕笑【了】
曾传出	曾傳【出】
后悬架	【後】懸架
人拿了	人拿【了】
登山表	登山【表】
冠军了	冠軍【了】
千秋岁	【千】【秋】歲
布袋内	【佈】袋內
钟淑慧	【鍾】淑慧
夜班了	夜班【了】
代沟了	代溝【了】
能挽留	能【挽】留
真诚了	真誠【了】
冲刷下	【衝】刷下
白银谷	白銀【谷】
家吃了	家吃【了】
干姐姐	【幹】姐姐
赎回了	贖【回】【了】
只能无	【只】能無
了火焰	【了】火焰
多少几	多少【幾】
一回去	一【回】去
实现千	實現【千】
向西的	【向】西的
完没了	完沒【了】
布尔萨	【佈】爾薩
攻入了	攻入【了】
了查封	【了】查封
何出此	何【出】此
暗恋一	【暗】戀一
算了撒	算【了】撒
组合梁	組合【樑】
瑞士制	瑞士【制】
够了就	夠【了】就
借书卡	【借】書卡
艺术门	藝【術】門
烟道气	【煙】道氣
青松岭	青【鬆】嶺
个出生	個【出】生
周比利	【周】比利
记者干	記者【幹】
不表白	不【表】白
戏剧团	戲劇【團】
永别的	永【別】的
你算了	你算【了】
的烟圈	的【煙】圈
个得了	個得【了】
兵表示	兵【表】示
了一斤	【了】一斤
布洛斯	【佈】洛斯
诺布尔	諾【佈】爾
当曾经	【當】曾經
要节制	要節【制】
曾导致	曾導【致】
周建安	【周】建安
就占到	就【佔】到
百公克	百公【克】
艾克曼	艾【克】曼
记在了	記在【了】
马志平	馬【志】平
也站了	也站【了】
这种长	這【種】長
复生的	【復】生的
连胜后	連勝【後】
扑了个	撲【了】個
去占有	去【佔】有
干燥度	【幹】燥度
上山了	上山【了】
烟袋锅	【煙】袋鍋
也谈了	也談【了】
分配制	分配【制】
据一名	【據】一名
后来偶	【後】來偶
摆起来	【擺】起來
常发病	常【發】病
出嫁女	【出】嫁女
向他说	【向】他說
上一当	上一【當】
包里掏	包【里】掏
吓出了	嚇【出】【了】
规则表	規則【表】
出外人	【出】外人
心里下	心【里】下
打了四	打【了】四
再同步	再【同】步
发来啊	【發】來啊
插蜡烛	插【蠟】燭
又晕了	又暈【了】
周芙蓉	【周】芙蓉
回桂林	【回】桂林
诺言了	諾言【了】
里学到	【里】學到
失望后	失望【後】
于周四	於【周】四
致一人	【致】一人
再面对	再【面】對
补考了	補考【了】
那里么	那【里】麼
当天说	【當】天說
了万物	【了】【萬】物
舍弃我	【舍】棄我
却做了	卻做【了】
干啥的	【幹】啥的
嗅了嗅	嗅【了】嗅
采莲曲	【採】蓮【曲】
干蘑菇	【幹】蘑菇
的发梢	的【發】梢
后取下	【後】取下
蔑视地	【蔑】視地
克重的	【克】重的
共缴获	共繳【獲】
磨削术	磨削【術】
近千只	近【千】【只】
回当初	【回】【當】初
才起身	【才】起身
发布量	【發】【佈】量
和巴里	和巴【里】
哈格里	哈格【里】
岩浆岩	【巖】漿【巖】
折磨呢	【折】磨呢
相处后	相處【後】
去洗了	去洗【了】
圈定了	圈定【了】
了她所	【了】她所
特别系	特【別】【係】
八里铺	八【里】鋪
甩我了	甩我【了】
黑暗是	黑【暗】是
烟花更	【煙】花更
最凶的	最【兇】的
拾起了	拾起【了】
哦那里	哦那【里】
被发射	被【發】射
悠闲了	悠閑【了】
结局才	結局【才】
闯过了	闖過【了】
憋足了	憋足【了】
他回了	他【回】【了】
发射中	【發】射中
伸展出	伸展【出】
只在意	【只】在意
两个了	兩個【了】
针刺感	【針】刺感
的口里	的口【里】
看烟花	看【煙】花
而不只	而不【只】
着烟花	著【煙】花
画曲线	畫【曲】線
非种子	非【種】子
升武器	【升】武器
病历表	病【歷】【表】
管制员	管【制】員
还拍了	還拍【了】
标准面	標【準】【面】
我遨游	我遨【遊】
发几万	【發】【幾】【萬】
麦克戴	麥【克】戴
了首张	【了】首張
回忆带	【回】憶帶
不到万	不到【萬】
分尸案	分【屍】案
栗子树	【慄】子樹
亲情才	親情【才】
游戏拉	【遊】戲拉
海利丰	海利【豐】
千伏特	【千】伏特
装点了	裝點【了】
穷折腾	窮【折】騰
温度了	溫度【了】
拉里斯	拉【里】斯
在后悔	在【後】悔
去回应	去【回】應
紫云山	紫【雲】山
都断了	都斷【了】
性恶论	性【惡】論
总合同	總合【同】
王永志	王永【志】
只会越	【只】會越
一面坡	一【面】坡
赫里斯	赫【里】斯
冲泡后	【衝】泡【後】
只想来	【只】想來
朱云来	【朱】【雲】來
发专辑	【發】專輯
男生了	男生【了】
特派团	特派【團】
曼谷市	曼【谷】市
又胖了	又胖【了】
向天使	【向】天使
了抬头	【了】擡頭
里我都	【里】我都
清除表	清除【表】
导向器	導【向】器
后撤步	【後】撤步
捡起了	撿起【了】
制剂厂	【制】劑廠
凉风冬	涼風【冬】
煮好了	煮好【了】
反冲击	反【衝】擊
沙发椅	沙【發】椅
向禁区	【向】禁區
被海淀	被海【澱】
是对当	是對【當】
了有事	【了】有事
感化了	感化【了】
拍完后	拍完【後】
如烟云	如【煙】【雲】
只能抱	【只】能抱
供雪松	供雪【鬆】
辛克莱	辛【克】萊
则呼吁	則呼【籲】
大几的	大【幾】的
输了你	輸【了】你
标准像	標【準】像
几点呢	【幾】點呢
石炭系	石炭【係】
灵魂里	靈魂【里】
我动了	我動【了】
判罚了	判罰【了】
并珍惜	【並】珍惜
梦里梦	夢【里】夢
导出表	導【出】【表】
都没出	都沒【出】
找回那	找【回】那
松散地	【鬆】散地
皱纹里	皺紋【里】
中考后	中考【後】
并未与	【並】未與
爱不了	愛不【了】
轮全面	輪全【面】
并紧急	【並】緊急
布洛赫	【佈】洛赫
岁多了	歲多【了】
折射光	【折】射光
心醉了	心醉【了】
几十款	【幾】十款
布告板	【佈】告【板】
感困难	感【困】難
高烟囱	高【煙】囪
后一夜	【後】一夜
在同日	在【同】日
心情里	心情【里】
讯问后	訊問【後】
曾付出	曾付【出】
开过了	開過【了】
也不发	也不【發】
顶刮刮	頂【刮】【刮】
当他和	【當】他和
制表位	【制】【表】位
挫折都	挫【折】都
遍布了	遍【佈】【了】
这种叫	這【種】叫
烟花巷	【煙】花巷
秋浦歌	【秋】浦歌
餐台椅	餐【臺】椅
却用了	卻用【了】
意云何	意【雲】何
你要回	你要【回】
被划伤	被【劃】傷
生发剂	生【發】劑
勾上吊	勾上【吊】
弄破了	弄破【了】
课桌里	課桌【里】
角关系	角關【係】
你挽留	你【挽】留
星系团	星【係】【團】
道了歉	道【了】歉
外婆了	外婆【了】
压制着	壓【制】著
化纤制	化【纖】【制】
车系的	車【係】的
顺时钟	順時【鍾】
准迁证	【準】遷證
框架梁	框架【樑】
县党校	縣【黨】校
获优胜	【獲】優勝
后话了	【後】話【了】
他举了	他舉【了】
那些并	那些【並】
她走向	她走【向】
管制法	管【制】法
就动了	就動【了】
当店员	【當】店員
日一致	日一【致】
朱顶红	【朱】頂紅
功放板	功放【板】
快步向	快步【向】
黄梁梦	黃【樑】夢
感触了	感觸【了】
的咬了	的咬【了】
你喂给	你【餵】給
出油阀	【出】油閥
五里墩	五【里】墩
支撑面	支撐【面】
同分在	【同】分在
浮游的	浮【遊】的
准会员	【準】會員
朴实地	【樸】實地
只记住	【只】記住
在这了	在這【了】
当我用	【當】我用
了赌注	【了】賭【注】
那你干	那你【幹】
成千倍	成【千】倍
了女单	【了】女單
整理表	整理【表】
光芒里	光芒【里】
五分制	五分【制】
被风干	被風【幹】
侧面地	側【面】地
郑君里	鄭君【里】
都系无	都【係】無
熊猫了	熊貓【了】
都讲了	都講【了】
空洞了	空洞【了】
注入器	【注】入器
色诱术	色誘【術】
了这颗	【了】這顆
发愁呢	【發】愁呢
隐睾症	隱睾【症】
太硬了	太硬【了】
周培源	【周】培源
如今才	如今【才】
面子啊	【面】子啊
舍才有	【舍】【才】有
才去做	【才】去做
位发车	位【發】車
表面膜	【表】【面】膜
梦碎了	夢碎【了】
幸运啊	【幸】運啊
只有酒	【只】有酒
出货单	【出】貨單
还来了	還來【了】
注射泵	【注】射泵
看腻了	看膩【了】
加注机	加【注】機
里经历	【里】經【歷】
遇罗克	遇羅【克】
惹我别	惹我【別】
据熟悉	【據】熟悉
平凡才	平凡【才】
内集团	內集【團】
不复回	不【復】【回】
影月谷	影月【谷】
的病了	的病【了】
运方面	運方【面】
摘出来	摘【出】來
向陆地	【向】陸地
暂扣了	暫扣【了】
懂事后	懂事【後】
回忆才	【回】憶【才】
来向你	來【向】你
你想当	你想【當】
喊万岁	喊【萬】歲
出类的	【出】類的
硝烟中	硝【煙】中
的胡乱	的【胡】亂
春卷皮	春【捲】皮
天明了	天明【了】
非同志	非【同】【志】
话务台	話務【臺】
属于了	屬於【了】
品尝出	品【嘗】【出】
暗恋者	【暗】戀者
当做你	【當】做你
星座了	星座【了】
怪只怪	怪【只】怪
凭添了	憑添【了】
冲刷过	【衝】刷過
他过了	他過【了】
的回购	的【回】購
撞开了	撞開【了】
指针表	指【針】【表】
吊死在	【吊】死在
很灰暗	很灰【暗】
国方面	國方【面】
伤了脚	傷【了】腳
裁减了	裁減【了】
归并到	歸【並】到
渝万里	渝【萬】【里】
的晚秋	的晚【秋】
冲开水	【衝】開水
说了没	說【了】沒
三夹板	三夾【板】
张志忠	張【志】忠
加长了	加長【了】
系我个	【係】我個
托管班	【托】管班
白虎团	白虎【團】
千龙伊	【千】龍伊
坐最后	坐最【後】
你哥了	你哥【了】
了销量	【了】銷量
游龙剑	【遊】龍劍
猜得出	猜得【出】
大几岁	大【幾】歲
祝万事	祝【萬】事
正当地	正【當】地
热汤面	熱湯【面】
校园了	校園【了】
压舌板	壓舌【板】
迷雾里	迷霧【里】
留满面	留滿【面】
别了我	【別】【了】我
端出去	端【出】去
回路数	【回】路數
要我干	要我【幹】
告别薇	告【別】薇
后悔好	【後】悔好
就留了	就留【了】
那后来	那【後】來
喜欢烟	喜歡【煙】
操作表	操作【表】
朴慧京	【樸】慧京
意向表	意【向】【表】
日发病	日【發】病
招标制	招標【制】
媳妇了	媳婦【了】
防范性	防【範】性
从来只	從來【只】
就别来	就【別】來
谷歌和	【谷】歌和
注定得	【注】定得
丁志成	丁【志】成
门后的	門【後】的
巫术的	巫【術】的
卫表示	衛【表】示
梯云纵	梯【雲】縱
抢断后	搶斷【後】
扔回去	扔【回】去
只公鸡	【只】公雞
着不舍	著不【舍】
值班了	值班【了】
付出吗	付【出】嗎
发生法	【發】生法
船夫曲	船夫【曲】
了谁就	【了】誰就
千灯镇	【千】燈鎮
了心房	【了】心房
玩久了	玩久【了】
倒进了	倒進【了】
几次面	【幾】次【面】
生一种	生一【種】
暗恋我	【暗】戀我
丰南县	【豐】南縣
假胡子	假【胡】子
南昌了	南昌【了】
万能论	【萬】能論
丰产期	【豐】產期
你瘦了	你瘦【了】
台虎钳	【臺】虎鉗
小千金	小【千】金
对回忆	對【回】憶
潜入了	潛入【了】
游作品	【遊】作品
面朝下	【面】朝下
划过来	【劃】過來
演唱团	演唱【團】
瓦里安	瓦【里】安
又爆出	又爆【出】
女性别	女性【別】
回首处	【回】首處
里视频	【里】視頻
游戏叫	【遊】戲叫
修复率	修【復】率
行折叠	行【折】疊
签约额	【籖】約額
后交叉	【後】交叉
一只叫	一【只】叫
雇佣者	雇【傭】者
地主了	地主【了】
拨到了	撥到【了】
构筑一	構【築】一
回文诗	【回】文詩
对望了	對望【了】
抽点烟	抽點【煙】
坚强才	堅強【才】
多链路	多【鏈】路
三穗县	三【穗】縣
冒烟了	冒【煙】【了】
是咸的	是【咸】的
技术战	技【術】戰
标示出	標示【出】
往肚里	往肚【里】
据欧洲	【據】歐洲
首相后	首相【後】
内当家	內【當】家
丰润县	【豐】潤縣
胸怀里	胸懷【里】
减持了	減持【了】
薛兆丰	薛兆【豐】
上抽烟	上抽【煙】
醉了的	醉【了】的
雨水里	雨水【里】
胡伟武	【胡】偉武
截面图	截【面】圖
该指针	該指【針】
